"","arrival_time","service_time"
"1",118.968812445725,29.8240364238464
"2",133.970012995339,155.007632750304
"3",325.630870632914,30.7018562848298
"4",338.599623771471,85.5286530964077
"5",371.928561715496,280.303394856367
"6",395.937735032377,78.115994790569
"7",399.844297332964,35.0980602652687
"8",491.038907220124,158.790361763196
"9",531.212658112405,230.613160828063
"10",627.723424218678,106.301481537521
"11",696.966223330594,436.295473304054
"12",791.038782428922,216.233089401605
"13",803.393851118135,129.0733111773
"14",808.809630392347,34.7447187711797
"15",819.905102016632,206.646211094441
"16",820.041326998029,78.9812803082168
"17",920.96951093385,71.3037007767707
"18",926.94595788245,236.513487870309
"19",931.210405003417,28.0454346508761
"20",946.373446794365,149.048348640402
"21",1066.60202363574,70.1932422332079
"22",1077.33573008561,40.1377082722271
"23",1084.99923796625,56.2771001644433
"24",1160.82459603416,31.0925183165818
"25",1240.98041224021,61.0743611166254
"26",1251.14132138347,330.845488669787
"27",1293.33326349018,28.1671738079577
"28",1404.94108365327,58.949388707988
"29",1420.62691818402,32.0817461444643
"30",1426.5267059993,102.039469433948
"31",1442.79663906843,218.310185357215
"32",1463.40559278094,48.5872708307579
"33",1585.91363232489,28.3929431857541
"34",1678.94392981527,361.241526491662
"35",1716.93164783863,206.91495158117
"36",1722.50082119352,355.691742673239
"37",1831.32434331225,47.2607644554228
"38",1895.69537013861,393.661883063337
"39",1947.31893570933,79.6156205472058
"40",1974.50481593449,63.241410508053
"41",1991.22592787481,54.0513232862577
"42",2169.95330060047,134.495829345493
"43",2187.09287140743,208.053978554191
"44",2302.43885062356,397.466096893843
"45",2333.80232721288,202.992294470998
"46",2354.92182019722,94.7432609787211
"47",2422.91744933766,38.2710786627136
"48",2484.29876423492,56.8766074767336
"49",2493.11069720476,183.601942493798
"50",2518.29959031245,562.541104616755
"51",2519.95477723429,132.823967117103
"52",2562.47723733066,143.429407452451
"53",2581.07920015221,93.5664672683924
"54",2600.48182452088,247.979862677369
"55",2660.18440481014,198.154932028297
"56",2716.31244839587,93.4551991801709
"57",2756.00810586218,302.1199985095
"58",2775.00998124224,122.052227314562
"59",2798.21846690432,103.419918175787
"60",2836.17020546861,455.349572876142
"61",2907.98190004343,35.3306311113644
"62",2997.1538714936,113.867935054004
"63",3019.52070250082,118.02060041111
"64",3047.74641665537,294.486290278349
"65",3192.64443947084,242.550287030314
"66",3193.27594695207,95.5305561702698
"67",3270.63072379021,69.9600842129439
"68",3353.41854247286,238.74339134488
"69",3403.63300808475,69.5268030150896
"70",3432.33734058917,138.046804565579
"71",3454.61378597473,304.335179334942
"72",3474.41976386872,316.146031363372
"73",3515.38104452011,269.344133852485
"74",3522.36172294994,239.896978143126
"75",3591.15762088946,60.3334692586213
"76",3602.68514827732,103.000209950842
"77",3625.29984568153,165.482502754316
"78",3658.8516780166,324.759396600041
"79",3678.62887844721,185.581718697008
"80",3781.47357832414,148.956021434955
"81",3801.8675286207,229.194308933289
"82",3904.9856956882,549.352785708541
"83",3951.51778279026,196.094501971485
"84",4056.60020919166,1029.21518545514
"85",4091.09343690447,439.789569869729
"86",4204.78638433928,26.4037243602797
"87",4306.84929539022,41.8608235707507
"88",4348.46708838148,30.3676370810717
"89",4441.35923187927,101.517341965809
"90",4498.82548629386,387.971233803596
"91",4528.38634619131,554.18630963766
"92",4552.68614420309,286.473954717133
"93",4698.62338890139,80.8638578560203
"94",4702.23312691602,91.8237303197384
"95",4744.29140082126,48.6632905994386
"96",4744.45307898832,82.717913184315
"97",4892.43966096877,33.702669646591
"98",4947.80256794378,75.3698600063626
"99",4961.88062316351,185.55168032016
"100",5029.92459022372,43.1788587057963
